network_id,predio_code,predio_name,organization_id,region,estado
L_3679440895561695296,460658,460658,635570497412661766,Sin asignar,activo
L_3679440895561695297,460786,460786,635570497412661766,Sin asignar,activo
L_3679440895561695298,460787,460787,635570497412661766,Sin asignar,activo
L_3679440895561695299,460193,460193,635570497412661766,Sin asignar,activo
L_3679440895561695300,460304,460304,635570497412661766,Sin asignar,activo
L_3679440895561695301,460376,460376,635570497412661766,Sin asignar,activo
L_3679440895561695304,460268,460268,635570497412661766,Sin asignar,activo
L_3679440895561695308,460717,460717,635570497412661766,Sin asignar,activo
L_3679440895561695309,460267,460267,635570497412661766,Sin asignar,activo
L_3679440895561695311,460759,460759,635570497412661766,Sin asignar,activo
L_3679440895561695312,460849,460849,635570497412661766,Sin asignar,activo
L_3679440895561695313,460850,460850,635570497412661766,Sin asignar,activo
L_3679440895561695314,460153,460153,635570497412661766,Sin asignar,activo
L_3679440895561695315,460154,460154,635570497412661766,Sin asignar,activo
L_3679440895561695317,460280,460280,635570497412661766,Sin asignar,activo
L_3679440895561695318,460281,460281,635570497412661766,Sin asignar,activo
L_3679440895561695320,460578,460578,635570497412661766,Sin asignar,activo
L_3679440895561695323,460583,460583,635570497412661766,Sin asignar,activo
L_3679440895561695326,460856,460856,635570497412661766,Sin asignar,activo
L_3679440895561695329,460392,460392,635570497412661766,Sin asignar,activo
L_3679440895561695330,460684,460684,635570497412661766,Sin asignar,activo
L_3679440895561695335,460764,460764,635570497412661766,Sin asignar,activo
L_3679440895561695336,460878,460878,635570497412661766,Sin asignar,activo
L_3679440895561695339,460622,460622,635570497412661766,Sin asignar,activo
L_3679440895561695341,460735,460735,635570497412661766,Sin asignar,activo
L_3679440895561695342,460552,460552,635570497412661766,Sin asignar,activo
L_3679440895561695343,460698,460698,635570497412661766,Sin asignar,activo
L_3679440895561695344,460353,460353,635570497412661766,Sin asignar,activo
L_3679440895561695345,460609,460609,635570497412661766,Sin asignar,activo
L_3679440895561695346,460352,460352,635570497412661766,Sin asignar,activo
L_3679440895561695347,460389,460389,635570497412661766,Sin asignar,activo
L_3679440895561695348,460681,460681,635570497412661766,Sin asignar,activo
L_3679440895561695349,460682,460682,635570497412661766,Sin asignar,activo
L_3679440895561695350,460354,460354,635570497412661766,Sin asignar,activo
L_3679440895561695351,460690,460690,635570497412661766,Sin asignar,activo
L_3679440895561695352,460185,460185,635570497412661766,Sin asignar,activo
L_3679440895561695353,460542,460542,635570497412661766,Sin asignar,activo
L_3679440895561695354,460692,460692,635570497412661766,Sin asignar,activo
L_3679440895561695355,460522,460522,635570497412661766,Sin asignar,activo
L_3679440895561695357,460520,460520,635570497412661766,Sin asignar,activo
L_3679440895561695358,460543,460543,635570497412661766,Sin asignar,activo
L_3679440895561695359,460688,460688,635570497412661766,Sin asignar,activo
L_3679440895561695360,460523,460523,635570497412661766,Sin asignar,activo
L_3679440895561695361,460371,460371,635570497412661766,Sin asignar,activo
L_3679440895561695362,460524,460524,635570497412661766,Sin asignar,activo
L_3679440895561695363,460367,460367,635570497412661766,Sin asignar,activo
L_3679440895561695364,460789,460789,635570497412661766,Sin asignar,activo
L_3679440895561695365,460544,460544,635570497412661766,Sin asignar,activo
L_3679440895561695366,460790,460790,635570497412661766,Sin asignar,activo
L_3679440895561695367,460788,460788,635570497412661766,Sin asignar,activo
L_3679440895561695368,460521,460521,635570497412661766,Sin asignar,activo
L_3679440895561695369,460231,460231,635570497412661766,Sin asignar,activo
L_3679440895561695370,460851,460851,635570497412661766,Sin asignar,activo
L_3679440895561695371,460309,460309,635570497412661766,Sin asignar,activo
L_3679440895561695372,460588,460588,635570497412661766,Sin asignar,activo
L_3679440895561695373,460484,460484,635570497412661766,Sin asignar,activo
L_3679440895561695374,460867,460867,635570497412661766,Sin asignar,activo
L_3679440895561695375,460780,460780,635570497412661766,Sin asignar,activo
L_3679440895561695376,460539,460539,635570497412661766,Sin asignar,activo
L_3679440895561695377,460675,460675,635570497412661766,Sin asignar,activo
L_3679440895561695378,460462,460462,635570497412661766,Sin asignar,activo
L_3679440895561695379,460459,460459,635570497412661766,Sin asignar,activo
L_3679440895561695380,460239,460239,635570497412661766,Sin asignar,activo
L_3679440895561695381,460767,460767,635570497412661766,Sin asignar,activo
L_3679440895561695383,460460,460460,635570497412661766,Sin asignar,activo
L_3679440895561695384,460475,460475,635570497412661766,Sin asignar,activo
L_3679440895561695385,460726,460726,635570497412661766,Sin asignar,activo
L_3679440895561695387,460458,460458,635570497412661766,Sin asignar,activo
L_3679440895561695388,460489,460489,635570497412661766,Sin asignar,activo
L_3679440895561695390,460224,460224,635570497412661766,Sin asignar,activo
L_3679440895561695391,460482,460482,635570497412661766,Sin asignar,activo
L_3679440895561695392,460513,460513,635570497412661766,Sin asignar,activo
L_3679440895561695393,460222,460222,635570497412661766,Sin asignar,activo
L_3679440895561695395,460328,460328,635570497412661766,Sin asignar,activo
L_3679440895561695396,460477,460477,635570497412661766,Sin asignar,activo
L_3679440895561695400,460476,460476,635570497412661766,Sin asignar,activo
L_3679440895561695401,460470,460470,635570497412661766,Sin asignar,activo
L_3679440895561695402,460464,460464,635570497412661766,Sin asignar,activo
L_3679440895561695403,460480,460480,635570497412661766,Sin asignar,activo
L_3679440895561695404,460478,460478,635570497412661766,Sin asignar,activo
L_3679440895561695405,460466,460466,635570497412661766,Sin asignar,activo
L_3679440895561695406,460089,460089,635570497412661766,Sin asignar,activo
L_3679440895561695407,460486,460486,635570497412661766,Sin asignar,activo
L_3679440895561695408,460471,460471,635570497412661766,Sin asignar,activo
L_3679440895561695414,460485,460485,635570497412661766,Sin asignar,activo
L_3679440895561695415,460540,460540,635570497412661766,Sin asignar,activo
L_3679440895561695416,460488,460488,635570497412661766,Sin asignar,activo
L_3679440895561695418,460586,460586,635570497412661766,Sin asignar,activo
L_3679440895561695421,460229,460229,635570497412661766,Sin asignar,activo
L_3679440895561695423,460442,460442,635570497412661766,Sin asignar,activo
L_3679440895561695425,460685,460685,635570497412661766,Sin asignar,activo
L_3679440895561695426,460529,460529,635570497412661766,Sin asignar,activo
L_3679440895561695427,460534,460534,635570497412661766,Sin asignar,activo
L_3679440895561695428,460581,460581,635570497412661766,Sin asignar,activo
L_3679440895561695429,460507,460507,635570497412661766,Sin asignar,activo
L_3679440895561695430,460441,460441,635570497412661766,Sin asignar,activo
L_3679440895561695431,460528,460528,635570497412661766,Sin asignar,activo
L_3679440895561695433,460238,460238,635570497412661766,Sin asignar,activo
L_3679440895561695434,460530,460530,635570497412661766,Sin asignar,activo
L_3679440895561695435,460446,460446,635570497412661766,Sin asignar,activo
L_3679440895561695436,460235,460235,635570497412661766,Sin asignar,activo
L_3679440895561695437,460248,460248,635570497412661766,Sin asignar,activo
L_3679440895561695440,460532,460532,635570497412661766,Sin asignar,activo
L_3679440895561695441,460219,460219,635570497412661766,Sin asignar,activo
L_3679440895561695442,460508,460508,635570497412661766,Sin asignar,activo
L_3679440895561695444,460531,460531,635570497412661766,Sin asignar,activo
L_3679440895561695446,460237,460237,635570497412661766,Sin asignar,activo
L_3679440895561695447,460447,460447,635570497412661766,Sin asignar,activo
L_3679440895561695448,460506,460506,635570497412661766,Sin asignar,activo
L_3679440895561695452,460798,460798,635570497412661766,Sin asignar,activo
L_3679440895561695453,460550,460550,635570497412661766,Sin asignar,activo
L_3679440895561695454,460225,460225,635570497412661766,Sin asignar,activo
L_3679440895561695455,460699,460699,635570497412661766,Sin asignar,activo
L_3679440895561695456,460686,460686,635570497412661766,Sin asignar,activo
L_3679440895561695458,460841,460841,635570497412661766,Sin asignar,activo
L_3679440895561695459,460563,460563,635570497412661766,Sin asignar,activo
L_3679440895561695463,460212,460212,635570497412661766,Sin asignar,activo
L_3679440895561695465,460864,460864,635570497412661766,Sin asignar,activo
L_3679440895561695466,460865,460865,635570497412661766,Sin asignar,activo
L_3679440895561695467,460859,460859,635570497412661766,Sin asignar,activo
L_3679440895561695468,460211,460211,635570497412661766,Sin asignar,activo
L_3679440895561695469,460861,460861,635570497412661766,Sin asignar,activo
L_3679440895561695470,460860,460860,635570497412661766,Sin asignar,activo
L_3679440895561695471,460862,460862,635570497412661766,Sin asignar,activo
L_3679440895561695472,460866,460866,635570497412661766,Sin asignar,activo
L_3679440895561695473,460206,460206,635570497412661766,Sin asignar,activo
L_3679440895561695474,460411,460411,635570497412661766,Sin asignar,activo
L_3679440895561695475,460517,460517,635570497412661766,Sin asignar,activo
L_3679440895561695477,460215,460215,635570497412661766,Sin asignar,activo
L_3679440895561695478,460205,460205,635570497412661766,Sin asignar,activo
L_3679440895561695479,460409,460409,635570497412661766,Sin asignar,activo
L_3679440895561695480,460791,460791,635570497412661766,Sin asignar,activo
L_3679440895561695481,460800,460800,635570497412661766,Sin asignar,activo
L_3679440895561695482,460801,460801,635570497412661766,Sin asignar,activo
L_3679440895561695483,460403,460403,635570497412661766,Sin asignar,activo
L_3679440895561695484,460802,460802,635570497412661766,Sin asignar,activo
L_3679440895561695485,460803,460803,635570497412661766,Sin asignar,activo
L_3679440895561695486,460805,460805,635570497412661766,Sin asignar,activo
L_3679440895561695487,460806,460806,635570497412661766,Sin asignar,activo
L_3679440895561695488,460810,460810,635570497412661766,Sin asignar,activo
L_3679440895561695489,460811,460811,635570497412661766,Sin asignar,activo
L_3679440895561695491,460216,460216,635570497412661766,Sin asignar,activo
L_3679440895561695492,460839,460839,635570497412661766,Sin asignar,activo
L_3679440895561695494,460213,460213,635570497412661766,Sin asignar,activo
L_3679440895561695496,460214,460214,635570497412661766,Sin asignar,activo
L_3679440895561695497,460526,460526,635570497412661766,Sin asignar,activo
L_3679440895561695498,460551,460551,635570497412661766,Sin asignar,activo
L_3679440895561695499,460562,460562,635570497412661766,Sin asignar,activo
L_3679440895561695500,460635,460635,635570497412661766,Sin asignar,activo
L_3679440895561695501,460501,460501,635570497412661766,Sin asignar,activo
L_3679440895561695502,460450,460450,635570497412661766,Sin asignar,activo
L_3679440895561695503,460433,460433,635570497412661766,Sin asignar,activo
L_3679440895561695504,460490,460490,635570497412661766,Sin asignar,activo
L_3679440895561695506,460493,460493,635570497412661766,Sin asignar,activo
L_3679440895561695507,460761,460761,635570497412661766,Sin asignar,activo
L_3679440895561695508,460829,460829,635570497412661766,Sin asignar,activo
L_3679440895561695509,460857,460857,635570497412661766,Sin asignar,activo
L_3679440895561695510,460453,460453,635570497412661766,Sin asignar,activo
L_3679440895561695511,460693,460693,635570497412661766,Sin asignar,activo
L_3679440895561695512,460804,460804,635570497412661766,Sin asignar,activo
L_3679440895561695513,460401,460401,635570497412661766,Sin asignar,activo
L_3679440895561695515,460792,460792,635570497412661766,Sin asignar,activo
L_3679440895561695516,460820,460820,635570497412661766,Sin asignar,activo
L_3679440895561695518,460821,460821,635570497412661766,Sin asignar,activo
L_3679440895561695519,460198,460198,635570497412661766,Sin asignar,activo
L_3679440895561695520,460207,460207,635570497412661766,Sin asignar,activo
L_3679440895561695521,460875,460875,635570497412661766,Sin asignar,activo
L_3679440895561695522,460601,460601,635570497412661766,Sin asignar,activo
L_3679440895561695523,460868,460868,635570497412661766,Sin asignar,activo
L_3679440895561695524,460871,460871,635570497412661766,Sin asignar,activo
L_3679440895561695525,460166,460166,635570497412661766,Sin asignar,activo
L_3679440895561695526,460869,460869,635570497412661766,Sin asignar,activo
L_3679440895561695527,460870,460870,635570497412661766,Sin asignar,activo
L_3679440895561695528,460872,460872,635570497412661766,Sin asignar,activo
L_3679440895561695529,460873,460873,635570497412661766,Sin asignar,activo
L_3679440895561695530,460572,460572,635570497412661766,Sin asignar,activo
L_3679440895561695531,460573,460573,635570497412661766,Sin asignar,activo
L_3679440895561695532,460574,460574,635570497412661766,Sin asignar,activo
L_3679440895561695533,460422,460422,635570497412661766,Sin asignar,activo
L_3679440895561695534,460399,460399,635570497412661766,Sin asignar,activo
L_3679440895561695535,460831,460831,635570497412661766,Sin asignar,activo
L_3679440895561695536,460602,460602,635570497412661766,Sin asignar,activo
L_3679440895561695537,460701,460701,635570497412661766,Sin asignar,activo
L_3679440895561695538,460876,460876,635570497412661766,Sin asignar,activo
L_3679440895561695539,460571,460571,635570497412661766,Sin asignar,activo
L_3679440895561695540,460836,460836,635570497412661766,Sin asignar,activo
L_3679440895561695541,460233,460233,635570497412661766,Sin asignar,activo
L_3679440895561695542,460823,460823,635570497412661766,Sin asignar,activo
L_3679440895561695543,460424,460424,635570497412661766,Sin asignar,activo
L_3679440895561695544,460819,460819,635570497412661766,Sin asignar,activo
L_3679440895561695545,460419,460419,635570497412661766,Sin asignar,activo
L_3679440895561695546,460420,460420,635570497412661766,Sin asignar,activo
L_3679440895561695547,460491,460491,635570497412661766,Sin asignar,activo
L_3679440895561695548,460439,460439,635570497412661766,Sin asignar,activo
L_3679440895561695549,460455,460455,635570497412661766,Sin asignar,activo
L_3679440895561695550,460497,460497,635570497412661766,Sin asignar,activo
L_3679440895561695551,460492,460492,635570497412661766,Sin asignar,activo
L_3679440895561695552,460090,460090,635570497412661766,Sin asignar,activo
L_3679440895561695553,460837,460837,635570497412661766,Sin asignar,activo
L_3679440895561695554,460448,460448,635570497412661766,Sin asignar,activo
L_3679440895561695555,460495,460495,635570497412661766,Sin asignar,activo
L_3679440895561695557,460426,460426,635570497412661766,Sin asignar,activo
L_3679440895561695558,460436,460436,635570497412661766,Sin asignar,activo
L_3679440895561695559,460432,460432,635570497412661766,Sin asignar,activo
L_3679440895561695560,460452,460452,635570497412661766,Sin asignar,activo
L_3679440895561695562,460220,460220,635570497412661766,Sin asignar,activo
L_3679440895561695563,460454,460454,635570497412661766,Sin asignar,activo
L_3679440895561695564,460431,460431,635570497412661766,Sin asignar,activo
L_3679440895561695565,460430,460430,635570497412661766,Sin asignar,activo
L_3679440895561695566,460438,460438,635570497412661766,Sin asignar,activo
L_3679440895561695568,460451,460451,635570497412661766,Sin asignar,activo
L_3679440895561695572,460879,460879,635570497412661766,Sin asignar,activo
L_3679440895561695573,460413,460413,635570497412661766,Sin asignar,activo
L_3679440895561695574,460435,460435,635570497412661766,Sin asignar,activo
L_3679440895561695575,460463,460463,635570497412661766,Sin asignar,activo
L_3679440895561695576,460348,460348,635570497412661766,Sin asignar,activo
L_3679440895561695578,460814,460814,635570497412661766,Sin asignar,activo
L_3679440895561695579,460465,460465,635570497412661766,Sin asignar,activo
L_3679440895561695581,460223,460223,635570497412661766,Sin asignar,activo
L_3679440895561695586,460176,460176,635570497412661766,Sin asignar,activo
L_3679440895561695588,460325,460325,635570497412661766,Sin asignar,activo
L_3679440895561695589,460676,460676,635570497412661766,Sin asignar,activo
L_3679440895561695593,460755,460755,635570497412661766,Sin asignar,activo
L_3679440895561695595,460165,460165,635570497412661766,Sin asignar,activo
L_3679440895561695596,460039,460039,635570497412661766,Sin asignar,activo
L_3679440895561695629,460547,460547,635570497412661766,Sin asignar,activo
L_3679440895561695630,460512,460512,635570497412661766,Sin asignar,activo
L_3679440895561695631,460473,460473,635570497412661766,Sin asignar,activo
L_3679440895561695633,460479,460479,635570497412661766,Sin asignar,activo
L_3679440895561695634,460324,460324,635570497412661766,Sin asignar,activo
L_3679440895561695635,460734,460734,635570497412661766,Sin asignar,activo
L_3679440895561695644,460794,460794,635570497412661766,Sin asignar,activo
L_3679440895561695645,460350,460350,635570497412661766,Sin asignar,activo
L_3679440895561695646,460691,460691,635570497412661766,Sin asignar,activo
L_3679440895561695647,460833,460833,635570497412661766,Sin asignar,activo
L_3679440895561695648,460556,460556,635570497412661766,Sin asignar,activo
L_3679440895561695649,460569,460569,635570497412661766,Sin asignar,activo
L_3679440895561695650,460570,460570,635570497412661766,Sin asignar,activo
L_3679440895561695652,460687,460687,635570497412661766,Sin asignar,activo
L_3679440895561695691,460341,460341,635570497412661766,Sin asignar,activo
L_3679440895561695696,460617,460617,635570497412661766,Sin asignar,activo
L_3679440895561695698,460679,460679,635570497412661766,Sin asignar,activo
L_3679440895561695740,460674,460674,635570497412661766,Sin asignar,activo
L_3679440895561695741,460086,460086,635570497412661766,Sin asignar,activo
L_3679440895561695743,460314,460314,635570497412661766,Sin asignar,activo
L_3679440895561695746,460770,460770,635570497412661766,Sin asignar,activo
L_3679440895561695748,460854,460854,635570497412661766,Sin asignar,activo
L_3679440895561695749,460772,460772,635570497412661766,Sin asignar,activo
L_3679440895561695750,460751,460751,635570497412661766,Sin asignar,activo
L_3679440895561695751,460753,460753,635570497412661766,Sin asignar,activo
L_3679440895561695752,460303,460303,635570497412661766,Sin asignar,activo
L_3679440895561695753,460278,460278,635570497412661766,Sin asignar,activo
L_3679440895561695754,460768,460768,635570497412661766,Sin asignar,activo
L_3679440895561695755,460749,460749,635570497412661766,Sin asignar,activo
L_3679440895561695756,460756,460756,635570497412661766,Sin asignar,activo
L_3679440895561695757,460147,460147,635570497412661766,Sin asignar,activo
L_3679440895561695758,460516,460516,635570497412661766,Sin asignar,activo
L_3679440895561695759,460149,460149,635570497412661766,Sin asignar,activo
L_3679440895561695760,460253,460253,635570497412661766,Sin asignar,activo
L_3679440895561695763,460335,460335,635570497412661766,Sin asignar,activo
L_3679440895561695766,460766,460766,635570497412661766,Sin asignar,activo
L_3679440895561695767,460127,460127,635570497412661766,Sin asignar,activo
L_3679440895561695768,460718,460718,635570497412661766,Sin asignar,activo
L_3679440895561695769,460252,460252,635570497412661766,Sin asignar,activo
L_3679440895561695770,460258,460258,635570497412661766,Sin asignar,activo
L_3679440895561695771,460133,460133,635570497412661766,Sin asignar,activo
L_3679440895561695772,460715,460715,635570497412661766,Sin asignar,activo
L_3679440895561695773,460145,460145,635570497412661766,Sin asignar,activo
L_3679440895561695774,460738,460738,635570497412661766,Sin asignar,activo
L_3679440895561695775,460122,460122,635570497412661766,Sin asignar,activo
L_3679440895561695776,460134,460134,635570497412661766,Sin asignar,activo
L_3679440895561695777,460271,460271,635570497412661766,Sin asignar,activo
L_3679440895561695778,460763,460763,635570497412661766,Sin asignar,activo
L_3679440895561695779,460241,460241,635570497412661766,Sin asignar,activo
L_3679440895561695780,460135,460135,635570497412661766,Sin asignar,activo
L_3679440895561695781,460138,460138,635570497412661766,Sin asignar,activo
L_3679440895561695782,460137,460137,635570497412661766,Sin asignar,activo
L_3679440895561695783,460322,460322,635570497412661766,Sin asignar,activo
L_3679440895561695784,460334,460334,635570497412661766,Sin asignar,activo
L_3679440895561695785,460257,460257,635570497412661766,Sin asignar,activo
L_3679440895561695787,460374,460374,635570497412661766,Sin asignar,activo
L_3679440895561695788,460680,460680,635570497412661766,Sin asignar,activo
L_3679440895561695789,460670,460670,635570497412661766,Sin asignar,activo
L_3679440895561695790,460683,460683,635570497412661766,Sin asignar,activo
L_3679440895561695791,460363,460363,635570497412661766,Sin asignar,activo
L_3679440895561695792,460752,460752,635570497412661766,Sin asignar,activo
L_3679440895561695793,460187,460187,635570497412661766,Sin asignar,activo
L_3679440895561695794,460195,460195,635570497412661766,Sin asignar,activo
L_3679440895561695795,460853,460853,635570497412661766,Sin asignar,activo
L_3679440895561695796,460608,460608,635570497412661766,Sin asignar,activo
L_3679440895561695797,460200,460200,635570497412661766,Sin asignar,activo
L_3679440895561695798,460390,460390,635570497412661766,Sin asignar,activo
L_3679440895561695799,460191,460191,635570497412661766,Sin asignar,activo
L_3679440895561695800,460375,460375,635570497412661766,Sin asignar,activo
L_3679440895561695801,460500,460500,635570497412661766,Sin asignar,activo
L_3679440895561695802,460199,460199,635570497412661766,Sin asignar,activo
L_3679440895561695803,460189,460189,635570497412661766,Sin asignar,activo
L_3679440895561695813,460697,460697,635570497412661766,Sin asignar,activo
L_3679440895561695814,460302,460302,635570497412661766,Sin asignar,activo
L_3679440895561695815,460694,460694,635570497412661766,Sin asignar,activo
L_3679440895561695816,460308,460308,635570497412661766,Sin asignar,activo
L_3679440895561695841,460175,460175,635570497412661766,Sin asignar,activo
L_3679440895561695842,460673,460673,635570497412661766,Sin asignar,activo
L_3679440895561695843,460364,460364,635570497412661766,Sin asignar,activo
L_3679440895561695844,460579,460579,635570497412661766,Sin asignar,activo
L_3679440895561695845,460678,460678,635570497412661766,Sin asignar,activo
L_687924843080843716,460023,460023,635570497412661766,Sin asignar,activo
L_687924843080843737,940005,940005,635570497412661777,Sin asignar,activo
L_687924843080843740,602354,602354,708233,Sin asignar,activo
L_687924843080843741,611786,611786,708233,Sin asignar,activo
L_687924843080843742,600020,600020,708233,Sin asignar,activo
L_687924843080843743,604979,604979,708233,Sin asignar,activo
L_687924843080843744,600706,600706,708233,Sin asignar,activo
L_687924843080843745,604822,604822,708233,Sin asignar,activo
L_687924843080843746,600723,600723,708233,Sin asignar,activo
L_687924843080843747,601150,601150,708233,Sin asignar,activo
L_687924843080843749,604246,604246,708233,Sin asignar,activo
L_687924843080843750,601183,601183,708233,Sin asignar,activo
L_687924843080843751,604158,604158,708233,Sin asignar,activo
L_687924843080843752,601386,601386,708233,Sin asignar,activo
L_687924843080843753,604143,604143,708233,Sin asignar,activo
L_687924843080843754,601509,601509,708233,Sin asignar,activo
L_687924843080843755,602299,602299,708233,Sin asignar,activo
L_687924843080843756,604140,604140,708233,Sin asignar,activo
L_687924843080843757,602363,602363,708233,Sin asignar,activo
L_687924843080843758,603971,603971,708233,Sin asignar,activo
L_687924843080843759,602374,602374,708233,Sin asignar,activo
L_687924843080843760,603905,603905,708233,Sin asignar,activo
L_687924843080843761,602392,602392,708233,Sin asignar,activo
L_687924843080843762,602618,602618,708233,Sin asignar,activo
L_687924843080843763,602408,602408,708233,Sin asignar,activo
L_687924843080843764,602393,602393,708233,Sin asignar,activo
L_687924843080843765,601415,601415,708233,Sin asignar,activo
L_687924843080843767,940003,940003,635570497412661777,Sin asignar,activo
L_687924843080843797,460045,460045,635570497412661766,Sin asignar,activo
L_687924843080843803,600065,600065,708233,Sin asignar,activo
L_687924843080843816,601280,601280,708233,Sin asignar,activo
L_687924843080843824,500263,500263,635570497412661767,Sin asignar,activo
L_687924843080843825,500304,500304,635570497412661767,Sin asignar,activo
L_687924843080843826,500315,500315,635570497412661767,Sin asignar,activo
L_687924843080843827,500318,500318,635570497412661767,Sin asignar,activo
L_687924843080843828,500319,500319,635570497412661767,Sin asignar,activo
L_687924843080843829,500325,500325,635570497412661767,Sin asignar,activo
L_687924843080843830,500335,500335,635570497412661767,Sin asignar,activo
L_687924843080843831,500448,500448,635570497412661767,Sin asignar,activo
L_687924843080843833,500450,500450,635570497412661767,Sin asignar,activo
L_687924843080843834,500643,500643,635570497412661767,Sin asignar,activo
L_687924843080843835,500648,500648,635570497412661767,Sin asignar,activo
L_687924843080843836,500884,500884,635570497412661767,Sin asignar,activo
L_687924843080843837,500886,500886,635570497412661767,Sin asignar,activo
L_687924843080843838,500968,500968,635570497412661767,Sin asignar,activo
L_687924843080843839,602321,602321,708233,Sin asignar,activo
L_687924843080843840,500993,500993,635570497412661767,Sin asignar,activo
L_687924843080843841,501098,501098,635570497412661767,Sin asignar,activo
L_687924843080843842,501102,501102,635570497412661767,Sin asignar,activo
L_687924843080843843,501107,501107,635570497412661767,Sin asignar,activo
L_687924843080843844,501246,501246,635570497412661767,Sin asignar,activo
L_687924843080843845,501391,501391,635570497412661767,Sin asignar,activo
L_687924843080843846,501535,501535,635570497412661767,Sin asignar,activo
L_687924843080843847,501596,501596,635570497412661767,Sin asignar,activo
L_687924843080843849,940006,940006,635570497412661777,Sin asignar,activo
L_687924843080843851,580177,580177,635570497412661769,Sin asignar,activo
L_687924843080843861,604153,604153,708233,Sin asignar,activo
L_687924843080843879,601283,601283,708233,Sin asignar,activo
L_687924843080843884,602360,602360,708233,Sin asignar,activo
L_687924843080843885,602164,602164,708233,Sin asignar,activo
L_687924843080843896,600064,600064,708233,Sin asignar,activo
L_687924843080843914,940004,940004,635570497412661777,Sin asignar,activo
L_687924843080843916,602391,602391,708233,Sin asignar,activo
L_687924843080843918,602834,602834,708233,Sin asignar,activo
L_687924843080843919,600696,600696,708233,Sin asignar,activo
L_687924843080843920,940072,940072,635570497412661777,Sin asignar,activo
L_687924843080843921,940096,940096,635570497412661777,Sin asignar,activo
L_687924843080843923,600634,600634,708233,Sin asignar,activo
L_687924843080843940,602355,602355,708233,Sin asignar,activo
L_687924843080843962,601410,601410,708233,Sin asignar,activo
L_687924843080843967,500616,500616,635570497412661767,Sin asignar,activo
L_687924843080843968,300238,300238,635570497412661762,Sin asignar,activo
L_687924843080843972,580438,580438,635570497412661769,Sin asignar,activo
L_687924843080843980,501817,501817,635570497412661767,Sin asignar,activo
L_687924843080843981,300299,300299,635570497412661762,Sin asignar,activo
L_687924843080843984,501466,501466,635570497412661767,Sin asignar,activo
L_687924843080843985,603784,603784,708233,Sin asignar,activo
L_687924843080844022,500463,500463,635570497412661767,Sin asignar,activo
L_687924843080844023,940014,940014,635570497412661777,Sin asignar,activo
L_687924843080844025,600707,600707,708233,Sin asignar,activo
L_687924843080844027,500946,500946,635570497412661767,Sin asignar,activo
L_687924843080844030,460013,460013,635570497412661766,Sin asignar,activo
L_687924843080844049,601409,601409,708233,Sin asignar,activo
L_687924843080844056,500611,500611,635570497412661767,Sin asignar,activo
L_687924843080844073,600048,600048,708233,Sin asignar,activo
L_687924843080844076,602372,602372,708233,Sin asignar,activo
L_687924843080844078,460757,460757,635570497412661766,Sin asignar,activo
L_687924843080844079,601441,601441,708233,Sin asignar,activo
L_687924843080844089,500653,500653,635570497412661767,Sin asignar,activo
L_687924843080844095,603872,603872,708233,Sin asignar,activo
L_687924843080844097,600046,600046,708233,Sin asignar,activo
